"","LD1","LD2"
"JLA255",-5.48592949120782,3.84377439762137
"JLA256",-6.23503956201251,4.14266247702795
"JLA257",-6.65759885512042,3.91184485844437
"JLA258",-6.22636584081784,3.68984245053099
"JLA259",-6.701601912246,4.53910764192395
"JLA260",-6.75356391265454,4.55490334678786
"JLA261",-7.12187129276095,4.14831376457281
"JLA262",-7.04653215303046,4.30603271325832
"JLA263",-6.94523704539404,4.31829623517041
"JLA264",-7.00654947553826,4.24666935060884
"JLA265",-6.59176242056454,4.6029158692186
"JLA266",-5.90080421406238,3.72678456617578
"JLA267",-6.93007171757783,4.42205097829223
"JLA268",-6.94181277172069,4.17194833519369
"JLA269",-7.21221065754315,4.15921230352335
"JLA270",-6.9716202668349,4.07174395322778
"JLA271",-6.94487337726823,3.99929839180624
"JLA272",-7.22482025123965,4.16105340473616
"JLA273",-6.58488436980542,4.30897630257875
"JLA274",-6.95235213058293,3.94903068071732
"JLA275",-6.50032891457909,4.21386267022719
"JLA276",-6.67280758148024,4.40410903566479
"JLA277",-6.8841420220941,4.29569995821645
"JLA278",-5.63948839543483,3.23765367009336
"JLA279",-6.97942491388031,4.21626255910428
"JLA280",-7.28622584878032,4.50633728731082
"JLA281",-7.06178014975128,4.38083360724645
"JLA282",-6.53556900468463,3.99654119352721
"JLA283",-7.06600717835935,4.35774389977674
"JLA284",-6.62514413875517,4.16416118313618
"JLA285",-6.96589993731493,4.30696754316451
"JLA286",-6.78308338455761,4.36948499156862
"JLA287",-6.25042088057517,4.02045852545996
"JLA288",-6.9397426710241,4.46450824504995
"JLA289",-4.80236308846511,3.22052081177524
"JLA290",-6.75309340372992,4.51870098252569
"JLA291",-7.32621446305588,4.35325279379375
"JLA292",-6.69548446896934,4.41183140295448
"JLA293",-6.74526210188938,4.51107861846543
"JLA294",-7.20872206161463,4.31767122551158
"JLA295",-7.07785784652007,4.69746030971006
"JLA296",-6.10663191463812,3.97652722942842
"JLA297",-5.98203063426616,3.76693058077297
"JLA298",-4.75387808919912,3.31901718857998
"JLA299",-6.74891619182997,4.53891649177384
"JLA300",-6.64619290603989,4.42785295301312
"JLA301",-6.35599823310363,4.12043572907907
"JLA302",-6.64225025893395,4.15681027577093
"JPA01",-4.98966554942655,-11.5245609121468
"JPA02",-5.33036814413568,-11.450764140895
"JPA03",-5.31465718006273,-11.3690850815951
"JPA04",-4.19245397003368,-9.92866610378459
"JPA05",-5.06798179981308,-11.2799806568669
"JPA06",-5.28144043342476,-11.6706892858712
"JPA07",-5.32947341503769,-11.8746851671137
"JPA08",-5.35406887521696,-11.9634172115781
"JPA09",-4.92244607507842,-11.4090290473817
"JPA10",-5.198133748257,-11.7723393916059
"JPA11",-5.15109204873148,-11.159116019163
"JPA12",-5.22338319411929,-11.5495026637776
"JPA13",-5.18946036892913,-11.4669365221712
"JPA14",-5.29575631791364,-11.5845558952481
"JPA158_2",-4.92351268757311,-11.6443170014207
"JPA168",-3.83088605839265,-8.18957538709915
"JPA169",-5.32561676019103,-11.8266223453398
"JPA17",-5.01330061719814,-11.6591548582563
"JPA18",-4.93647811987622,-11.189666433964
"JPA19",-5.36509215970688,-11.8428697949243
"JPA20",-4.56541117550454,-10.1385843205434
"JPA226",-5.61446499342434,-11.8702273828251
"JPA228",-5.16209992236763,-11.9593606270537
"JPA229",-5.22348414718025,-11.6291467077398
"JPA230",-4.58445379647775,-10.061135888179
"JPA231",-4.27520399018857,-8.82149742348188
"JPA232",-5.50260460043735,-11.6926367505394
"JPA233",-3.26262011892305,-6.95894592625094
"JPA234",-4.91524080907996,-11.2377706700512
"JPA235",-5.0646998640167,-11.7792067667719
"JPA236",-5.39943146604825,-11.7198808688428
"JPA237",-4.97699568855127,-11.1954721779521
"JPA238",-5.46558275134434,-11.6318281749786
"JPA239",-4.97382818182328,-11.3300303000533
"JPA240",-4.65279360785307,-11.6393614344922
"JPA241",-4.81800892625302,-11.0080792545685
"JPA242",-4.83274856157259,-11.7241186043704
"JPA243",-5.18808489134537,-11.4723793149179
"JPA244",-5.03806944288593,-11.7974810739446
"JPA245",-5.17887879228373,-11.403581222267
"JPA377",-5.34950557880184,-11.9178891846514
"JPA378",-5.39013241663434,-11.4756110204866
"JPA379",-5.39588095151725,-11.7181433120452
"JPA381",-3.20389477965466,-7.77248621266339
"JPA382",-5.07662437888506,-11.412646823117
"JPA383",-4.01115614470129,-8.65819803547373
"JPA384",-5.38380137124197,-11.8275077167104
"JPA385",-5.43076790600169,-10.8784998054855
"JPA386",-5.17077049714679,-11.0448138887438
"JTR037_2",-4.43319853769061,-10.9999551454445
"JTR040_2",-5.32435926564914,-11.5071603112312
"JTR043_2",-5.07378849125961,-11.5834142996519
"JTR044_1",-5.00242926250013,-11.0946163057293
"JTR28",-3.92500822501325,-8.20388734825266
"JTR30",-3.27984763751759,-7.75183863080001
"JTR31",-4.71935929212842,-10.2893569023031
"JTR32",-4.76681154544865,-11.3832310949205
"JTR34",-4.87525253163161,-10.9593808445471
"JTR36",-5.06440520357941,-10.9917740808492
"JTR37",-3.11190376882081,-5.47322110789844
"JTR38",-5.38102196042289,-11.156648093253
"JTR40",-5.43023799876412,-11.1889038292041
"JTR41",-4.85759535039652,-11.148151310154
"JTR42",-4.79406570785718,-11.1126203273846
"JTR43",-5.25903160717834,-11.6796621782717
"JTR44",-5.38647532531414,-11.5327529424618
"JTR45",-5.03124748822823,-11.7224444681214
"JTR46",-4.80117256422886,-10.8832695379972
"JTR48",-4.9365101628175,-11.3894955188909
"JTR49",-5.15072027284405,-11.3784675861464
"JTR50",-5.24055344378669,-11.4026311430259
"JTR51",-5.18866538189829,-11.3459044754047
"JTR52",-5.34388952241053,-11.4596171459178
"JTR53",-5.09150052790759,-11.0821889993586
"JTR54_1",-4.40073853033859,-9.855516188439
"JTR55_1",-5.13353975766609,-11.2225491546286
"JTR56_2",-4.88714742131627,-11.29445301057
"JTR57_1",-5.44194704612163,-11.4993454365298
"JTR58_2",-4.97194218008255,-11.3580003252071
"JTR59_1",-4.81092441710712,-11.1957921047088
"JTR60_1",-4.89039013134365,-11.4209764598037
"JTR61_3",-4.87510191754944,-11.4135028153063
"JTR62",-5.07984743777248,-11.0882513927228
"JTR63",-5.2560966574555,-11.5661562121856
"JTR64_2",-5.15912213655489,-11.680479310168
"JTR65",-5.10098213258645,-11.4368435111691
"JTR66",-5.14739964160187,-11.3150340181919
"JTR67",-5.03426174525117,-11.280660718324
"JTR68",-5.15699879706584,-11.2506609069533
"JTR69",-5.1420036704755,-11.5903177893725
